Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1762066269,100,,Aggregated,0.900000,0.700000,36000,36000,41000,41000,41000,46000,46000,46000,46000,46000,46000,14,11,36000.0,28044.92309550135,7.847610002500005,46060.07401300303,43.07142857142857
1762066270,100,,Aggregated,0.900000,0.700000,36000,36000,41000,41000,41000,46000,46000,46000,46000,46000,46000,14,11,36000.0,28044.92309550135,7.847610002500005,46060.07401300303,43.07142857142857
1762066271,100,,Aggregated,0.900000,0.700000,36000,36000,41000,41000,41000,46000,46000,46000,46000,46000,46000,14,11,36000.0,28044.92309550135,7.847610002500005,46060.07401300303,43.07142857142857
1762066272,100,,Aggregated,0.900000,0.700000,36000,36000,41000,41000,41000,46000,46000,46000,46000,46000,46000,14,11,36000.0,28044.92309550135,7.847610002500005,46060.07401300303,43.07142857142857
1762066273,100,,Aggregated,0.800000,0.700000,36000,36000,41000,41000,46000,50000,50000,50000,50000,50000,50000,15,12,36000.0,29523.680560734647,7.847610002500005,50226.28507400077,41.6
1762066274,100,,Aggregated,0.800000,0.700000,36000,36000,41000,41000,46000,50000,50000,50000,50000,50000,50000,15,12,36000.0,29523.680560734647,7.847610002500005,50226.28507400077,41.6
1762066275,100,,Aggregated,0.800000,0.700000,36000,36000,41000,41000,46000,50000,50000,50000,50000,50000,50000,15,12,36000.0,29523.680560734647,7.847610002500005,50226.28507400077,41.6
1762066276,100,,Aggregated,0.800000,0.700000,36000,36000,41000,41000,46000,50000,50000,50000,50000,50000,50000,15,12,36000.0,29523.680560734647,7.847610002500005,50226.28507400077,41.6
1762066277,100,,Aggregated,0.800000,0.700000,36000,36000,41000,41000,46000,50000,50000,50000,50000,50000,50000,15,12,36000.0,29523.680560734647,7.847610002500005,50226.28507400077,41.6
1762066278,100,,Aggregated,0.600000,0.500000,36000,41000,46000,50000,55000,55000,55000,55000,55000,55000,55000,19,14,36000.0,32214.09299668563,7.847610002500005,55300.12199200428,77.15789473684211
1762066279,100,,Aggregated,0.600000,0.500000,36000,41000,46000,50000,55000,55000,55000,55000,55000,55000,55000,19,14,36000.0,32214.09299668563,7.847610002500005,55300.12199200428,77.15789473684211
1762066280,100,,Aggregated,0.600000,0.500000,36000,41000,46000,50000,55000,55000,55000,55000,55000,55000,55000,19,14,36000.0,32214.09299668563,7.847610002500005,55300.12199200428,77.15789473684211
1762066281,100,,Aggregated,0.600000,0.500000,36000,41000,46000,50000,55000,55000,55000,55000,55000,55000,55000,19,14,36000.0,32214.09299668563,7.847610002500005,55300.12199200428,77.15789473684211
1762066282,100,,Aggregated,0.600000,0.500000,36000,41000,46000,50000,55000,55000,55000,55000,55000,55000,55000,19,14,36000.0,32214.09299668563,7.847610002500005,55300.12199200428,77.15789473684211
1762066283,100,,Aggregated,0.500000,0.300000,36000,41000,41000,46000,55000,55000,55000,55000,55000,55000,55000,22,17,36000.0,28341.73493931898,7.847610002500005,55300.12199200428,66.63636363636364
1762066284,100,,Aggregated,0.500000,0.300000,36000,41000,41000,46000,55000,55000,55000,55000,55000,55000,55000,22,17,36000.0,28341.73493931898,7.847610002500005,55300.12199200428,66.63636363636364
1762066285,100,,Aggregated,0.500000,0.300000,36000,41000,41000,46000,55000,55000,55000,55000,55000,55000,55000,22,17,36000.0,28341.73493931898,7.847610002500005,55300.12199200428,66.63636363636364
1762066286,100,,Aggregated,0.500000,0.300000,36000,41000,41000,46000,55000,55000,55000,55000,55000,55000,55000,22,17,36000.0,28341.73493931898,7.847610002500005,55300.12199200428,66.63636363636364
1762066287,100,,Aggregated,0.500000,0.300000,36000,41000,41000,46000,55000,55000,55000,55000,55000,55000,55000,22,17,36000.0,28341.73493931898,7.847610002500005,55300.12199200428,66.63636363636364
1762066288,100,,Aggregated,0.500000,0.300000,36000,41000,41000,46000,55000,55000,55000,55000,55000,55000,55000,22,17,36000.0,28341.73493931898,7.847610002500005,55300.12199200428,66.63636363636364
1762066289,100,,Aggregated,0.700000,0.500000,36000,41000,50000,55000,55000,65000,65000,65000,65000,65000,65000,24,18,36000.0,31429.079939667645,7.847610002500005,65390.85279300343,79.66666666666667
1762066290,100,,Aggregated,0.700000,0.500000,36000,41000,50000,55000,55000,65000,65000,65000,65000,65000,65000,24,18,36000.0,31429.079939667645,7.847610002500005,65390.85279300343,79.66666666666667
1762066291,100,,Aggregated,0.700000,0.500000,36000,41000,50000,55000,55000,65000,65000,65000,65000,65000,65000,24,18,36000.0,31429.079939667645,7.847610002500005,65390.85279300343,79.66666666666667
1762066292,100,,Aggregated,0.700000,0.500000,36000,41000,50000,55000,55000,65000,65000,65000,65000,65000,65000,24,18,36000.0,31429.079939667645,7.847610002500005,65390.85279300343,79.66666666666667
1762066293,100,,Aggregated,0.500000,0.400000,36000,41000,46000,55000,55000,65000,65000,65000,65000,65000,65000,25,19,36000.0,30268.577145840973,7.847610002500005,65390.85279300343,76.48
1762066294,100,,Aggregated,0.500000,0.400000,36000,41000,50000,55000,65000,65000,70000,70000,70000,70000,70000,26,19,36000.0,31812.570993116355,7.847610002500005,70412.41717500088,88.76923076923077
1762066295,100,,Aggregated,0.500000,0.400000,36000,41000,50000,55000,65000,65000,70000,70000,70000,70000,70000,26,19,36000.0,31812.570993116355,7.847610002500005,70412.41717500088,88.76923076923077
1762066296,100,,Aggregated,0.500000,0.400000,36000,41000,50000,55000,65000,65000,70000,70000,70000,70000,70000,26,19,36000.0,31812.570993116355,7.847610002500005,70412.41717500088,88.76923076923077
1762066297,100,,Aggregated,0.500000,0.400000,36000,41000,50000,55000,65000,65000,70000,70000,70000,70000,70000,26,19,36000.0,31812.570993116355,7.847610002500005,70412.41717500088,88.76923076923077
1762066298,100,,Aggregated,0.400000,0.200000,36000,41000,50000,55000,65000,65000,70000,70000,70000,70000,70000,27,20,36000.0,30820.199135149,7.847610002500005,70412.41717500088,85.48148148148148
1762066299,100,,Aggregated,0.400000,0.200000,38000,50000,55000,65000,75000,76000,76000,76000,76000,76000,76000,33,23,38000.0,37771.743594818945,7.847610002500005,75765.24368399987,132.72727272727272
1762066300,100,,Aggregated,0.400000,0.200000,38000,50000,55000,65000,75000,76000,76000,76000,76000,76000,76000,33,23,38000.0,37771.743594818945,7.847610002500005,75765.24368399987,132.72727272727272
1762066301,100,,Aggregated,0.400000,0.200000,38000,50000,55000,65000,75000,76000,76000,76000,76000,76000,76000,33,23,38000.0,37771.743594818945,7.847610002500005,75765.24368399987,132.72727272727272
1762066302,100,,Aggregated,0.400000,0.200000,38000,50000,55000,65000,75000,76000,76000,76000,76000,76000,76000,33,23,38000.0,37771.743594818945,7.847610002500005,75765.24368399987,132.72727272727272
1762066303,100,,Aggregated,0.400000,0.200000,38000,50000,55000,65000,75000,76000,76000,76000,76000,76000,76000,33,23,38000.0,37771.743594818945,7.847610002500005,75765.24368399987,132.72727272727272
1762066304,100,,Aggregated,0.900000,0.500000,41000,55000,70000,75000,80000,80000,80000,80000,80000,80000,80000,39,26,41000.0,41382.63611338482,7.847610002500005,80196.98604699806,226.56410256410257
1762066305,100,,Aggregated,0.900000,0.500000,41000,55000,70000,75000,80000,80000,80000,80000,80000,80000,80000,39,26,41000.0,41382.63611338482,7.847610002500005,80196.98604699806,226.56410256410257
1762066306,100,,Aggregated,0.900000,0.500000,41000,55000,70000,75000,80000,80000,80000,80000,80000,80000,80000,39,26,41000.0,41382.63611338482,7.847610002500005,80196.98604699806,226.56410256410257
1762066307,100,,Aggregated,0.900000,0.500000,41000,55000,70000,75000,80000,80000,80000,80000,80000,80000,80000,39,26,41000.0,41382.63611338482,7.847610002500005,80196.98604699806,226.56410256410257
1762066308,100,,Aggregated,0.900000,0.500000,41000,55000,70000,75000,80000,80000,80000,80000,80000,80000,80000,39,26,41000.0,41382.63611338482,7.847610002500005,80196.98604699806,226.56410256410257
1762066309,100,,Aggregated,0.900000,0.500000,41000,55000,70000,75000,80000,80000,80000,80000,80000,80000,80000,39,26,41000.0,41382.63611338482,7.847610002500005,80196.98604699806,226.56410256410257
1762066310,100,,Aggregated,0.900000,0.500000,41000,55000,70000,75000,80000,80000,80000,80000,80000,80000,80000,39,26,41000.0,41382.63611338482,7.847610002500005,80196.98604699806,226.56410256410257
1762066311,100,,Aggregated,0.900000,0.500000,41000,55000,70000,75000,80000,80000,80000,80000,80000,80000,80000,39,26,41000.0,41382.63611338482,7.847610002500005,80196.98604699806,226.56410256410257
1762066312,100,,Aggregated,0.900000,0.500000,41000,55000,70000,75000,80000,80000,80000,80000,80000,80000,80000,39,26,41000.0,41382.63611338482,7.847610002500005,80196.98604699806,226.56410256410257
1762066313,100,,Aggregated,0.900000,0.500000,41000,55000,70000,75000,80000,80000,80000,80000,80000,80000,80000,39,26,41000.0,41382.63611338482,7.847610002500005,80196.98604699806,226.56410256410257
1762066314,100,,Aggregated,0.600000,0.300000,41000,65000,75000,75000,80000,80000,90000,90000,90000,90000,90000,41,26,41000.0,43766.23396773177,7.847610002500005,90246.52869699639,274.1707317073171
1762066315,100,,Aggregated,0.600000,0.300000,41000,65000,75000,75000,80000,80000,90000,90000,90000,90000,90000,41,26,41000.0,43766.23396773177,7.847610002500005,90246.52869699639,274.1707317073171
1762066316,100,,Aggregated,0.600000,0.300000,41000,65000,75000,75000,80000,80000,90000,90000,90000,90000,90000,41,26,41000.0,43766.23396773177,7.847610002500005,90246.52869699639,274.1707317073171
1762066317,100,,Aggregated,0.600000,0.300000,41000,65000,75000,75000,80000,80000,90000,90000,90000,90000,90000,41,26,41000.0,43766.23396773177,7.847610002500005,90246.52869699639,274.1707317073171
1762066318,100,,Aggregated,0.600000,0.300000,41000,65000,75000,75000,80000,80000,90000,90000,90000,90000,90000,41,26,41000.0,43766.23396773177,7.847610002500005,90246.52869699639,274.1707317073171
1762066319,100,,Aggregated,0.600000,0.300000,41000,65000,75000,75000,80000,80000,90000,90000,90000,90000,90000,41,26,41000.0,43766.23396773177,7.847610002500005,90246.52869699639,274.1707317073171
1762066320,100,,Aggregated,0.600000,0.300000,41000,65000,75000,75000,80000,80000,90000,90000,90000,90000,90000,41,26,41000.0,43766.23396773177,7.847610002500005,90246.52869699639,274.1707317073171
1762066321,100,,Aggregated,0.600000,0.300000,41000,65000,75000,75000,80000,80000,90000,90000,90000,90000,90000,41,26,41000.0,43766.23396773177,7.847610002500005,90246.52869699639,274.1707317073171
1762066322,100,,Aggregated,0.600000,0.300000,41000,65000,75000,75000,80000,80000,90000,90000,90000,90000,90000,41,26,41000.0,43766.23396773177,7.847610002500005,90246.52869699639,274.1707317073171
1762066323,100,,Aggregated,0.600000,0.300000,41000,65000,75000,75000,80000,80000,90000,90000,90000,90000,90000,41,26,41000.0,43766.23396773177,7.847610002500005,90246.52869699639,274.1707317073171
1762066324,100,,Aggregated,0.200000,0.000000,45000,65000,75000,80000,90000,99000,100000,100000,100000,100000,100000,45,28,45000.0,46543.11508093328,7.847610002500005,100365.96834500233,321.31111111111113
1762066325,100,,Aggregated,0.200000,0.000000,45000,65000,75000,80000,90000,99000,100000,100000,100000,100000,100000,45,28,45000.0,46543.11508093328,7.847610002500005,100365.96834500233,321.31111111111113
1762066327,100,,Aggregated,0.200000,0.000000,45000,65000,75000,80000,90000,99000,100000,100000,100000,100000,100000,45,28,45000.0,46543.11508093328,7.847610002500005,100365.96834500233,321.31111111111113
1762066328,100,,Aggregated,0.200000,0.000000,45000,65000,75000,80000,90000,99000,100000,100000,100000,100000,100000,45,28,45000.0,46543.11508093328,7.847610002500005,100365.96834500233,321.31111111111113
1762066329,100,,Aggregated,0.200000,0.000000,45000,65000,75000,80000,90000,99000,100000,100000,100000,100000,100000,45,28,45000.0,46543.11508093328,7.847610002500005,100365.96834500233,321.31111111111113
1762066330,100,,Aggregated,0.400000,0.200000,45000,70000,76000,80000,99000,100000,105000,105000,105000,105000,105000,50,31,41000.0,47530.96928911996,7.847610002500005,104522.28232799825,305.84
1762066331,100,,Aggregated,0.400000,0.200000,45000,70000,76000,80000,99000,100000,105000,105000,105000,105000,105000,50,31,41000.0,47530.96928911996,7.847610002500005,104522.28232799825,305.84
1762066332,100,,Aggregated,0.400000,0.200000,45000,70000,76000,80000,99000,100000,105000,105000,105000,105000,105000,50,31,41000.0,47530.96928911996,7.847610002500005,104522.28232799825,305.84
1762066333,100,,Aggregated,0.400000,0.200000,45000,70000,76000,80000,99000,100000,105000,105000,105000,105000,105000,50,31,41000.0,47530.96928911996,7.847610002500005,104522.28232799825,305.84
1762066334,100,,Aggregated,0.400000,0.200000,45000,70000,76000,80000,99000,100000,105000,105000,105000,105000,105000,50,31,41000.0,47530.96928911996,7.847610002500005,104522.28232799825,305.84
1762066335,100,,Aggregated,0.900000,0.500000,45000,70000,76000,80000,99000,105000,105000,110000,110000,110000,110000,51,32,45000.0,48747.93534809806,7.847610002500005,109596.23829700286,300.2549019607843
1762066336,100,,Aggregated,0.900000,0.500000,45000,70000,76000,80000,99000,105000,105000,110000,110000,110000,110000,51,32,45000.0,48747.93534809806,7.847610002500005,109596.23829700286,300.2549019607843
1762066340,100,,Aggregated,0.900000,0.500000,45000,70000,76000,80000,99000,105000,105000,110000,110000,110000,110000,51,32,45000.0,48747.93534809806,7.847610002500005,109596.23829700286,300.2549019607843
